"url","name","street_address","region","postal_code","country","telephone","lat","long"
"https://locations.traderjoes.com/ca/arroyo-grande/117/","Arroyo Grande (117)","955 Rancho Pkwy","CA","93420","US","+1 805-474-6114","35.1263213","-120.5949750"
"https://locations.traderjoes.com/ca/bakersfield/14/","Bakersfield (14)","8200 Stockdale Hwy, #C21","CA","93311","US","+1 661-837-8863","35.3550972","-119.0949681"
"https://locations.traderjoes.com/ca/berkeley/186/","Berkeley (186)","1885 University Ave","CA","94703","US","+1 510-204-9074","37.8713759","-122.2734567"
"https://locations.traderjoes.com/ca/brea/11/","Brea (11)","2500 E Imperial Hwy","CA","92821","US","+1 714-257-1180","33.9105756","-117.8706382"
"https://locations.traderjoes.com/ca/brentwood/201/","Brentwood (201)","5451 Lone Tree Way","CA","94513","US","+1 925-516-3044","37.9606971","-121.7499866"
"https://locations.traderjoes.com/ca/burbank/124/","Burbank (124)","214 E Alameda Ave","CA","91502","US","+1 818-848-4299","34.1746658","-118.2997343"
"https://locations.traderjoes.com/ca/calabasas/254/","Calabasas (254)","23741 Calabasas Rd.","CA","91302","US","+1 818-591-6758","34.1555363","-118.6447547"
"https://locations.traderjoes.com/ca/camarillo/114/","Camarillo (114)","363 Carmen Dr","CA","93010","US","+1 805-388-1925","34.2206330","-119.0505754"
"https://locations.traderjoes.com/ca/campbell/73/","Campbell (73)","1875 Bascom Ave","CA","95008","US","+1 408-369-7823","37.2888018","-121.9330289"
"https://locations.traderjoes.com/ca/capitola/64/","Capitola (64)","3555 Clares St, #D","CA","95010","US","+1 831-464-0115","36.9787769","-121.9688669"
"https://locations.traderjoes.com/ca/carlsbad/220/","Carlsbad (220)","2629 Gateway Rd","CA","92009","US","+1 760-603-8473","33.1266502","-117.2546644"
"https://locations.traderjoes.com/ca/castro-valley/84/","Castro Valley (84)","22224 Redwood Road","CA","94546","US","+1 510-538-2738","37.6854582","-122.0730356"
"https://locations.traderjoes.com/ca/cathedral-city/118/","Cathedral City (118)","67720 E Palm Canyon Dr","CA","92234","US","+1 760-202-0090","33.7892267","-116.4830866"
"https://locations.traderjoes.com/ca/cerritos/104/","Cerritos (104)","12861 Towne Center Dr","CA","90703","US","+1 562-402-5148","33.8689672","-118.0580370"
"https://locations.traderjoes.com/ca/chatsworth/184/","Chatsworth (184)","10330 Mason Ave","CA","91311","US","+1 818-341-3010","34.2582554","-118.5787951"
"https://locations.traderjoes.com/ca/chico/199/","Chico (199)","801 East Ave, Ste 110","CA","95926","US","+1 530-343-9920","39.7593442","-121.8469840"
"https://locations.traderjoes.com/ca/chino-hills/216/","Chino Hills (216)","13911 Peyton Drive","CA","91709","US","+1 909-627-1404","33.9995407","-117.7327629"
"https://locations.traderjoes.com/ca/chula-vista/120/","Chula Vista (120)","878 Eastlake Pkwy, Ste 810","CA","91914","US","+1 619-656-5370","32.6522644","-116.9706810"
"https://locations.traderjoes.com/ca/claremont/214/","Claremont (214)","475 W Foothill Blvd","CA","91711","US","+1 909-625-8784","34.1073555","-117.7219566"
"https://locations.traderjoes.com/ca/clovis/180/","Clovis (180)","1077 N Willow Ave","CA","93611","US","+1 559-325-3120","36.8495643","-119.7280729"
"https://locations.traderjoes.com/ca/concord/60/","Concord (60)","1150 Concord Ave","CA","94520","US","+1 925-689-2990","37.9793010","-122.0561587"
"https://locations.traderjoes.com/ca/concord/83/","Concord (83)","785 Oak Grove Rd","CA","94518","US","+1 925-521-1134","37.9378109","-122.0258394"
"https://locations.traderjoes.com/ca/corona/213/","Corona (213)","2790 Cabot Dr","CA","92883","US","+1 951-603-0299","33.8111592","-117.5062534"
"https://locations.traderjoes.com/ca/costa-mesa/290/","Costa Mesa (290)","2170 Harbor Blvd, Ste 100","CA","92627","US","+1 949-208-7420","33.6536037","-117.9180168"
"https://locations.traderjoes.com/ca/costa-mesa/35/","Costa Mesa (35)","640 W 17th St","CA","92627","US","+1 949-642-5134","33.6359623","-117.9246232"
"https://locations.traderjoes.com/ca/culver-city/251/","Culver City (251)","6150 Slauson Ave","CA","90230","US","+1 310-313-0441","33.9879295","-118.3930851"
"https://locations.traderjoes.com/ca/culver-city/36/","Culver City (36)","9290 Culver Blvd","CA","90232","US","+1 310-202-1108","34.0249362","-118.3933957"
"https://locations.traderjoes.com/ca/cypress/242/","Cypress (Rossmoor) (242)","5245 Katella Ave.","CA","90720","US","+1 714-220-4930","33.8031366","-118.0377944"
"https://locations.traderjoes.com/ca/daly-city/74/","Daly City (74)","417 Westlake Center","CA","94015","US","+1 650-755-3825","37.7001684","-122.4822883"
"https://locations.traderjoes.com/ca/danville/65/","Danville (65)","85 Railroad Ave","CA","94526","US","+1 925-838-5757","37.8229304","-122.0032173"
"https://locations.traderjoes.com/ca/davis/182/","Davis (182)","885 Russell Blvd","CA","95616","US","+1 530-757-2693","38.5467537","-121.7614973"
"https://locations.traderjoes.com/ca/eagle-rock/55/","Eagle Rock (55)","1566 Colorado Blvd","CA","90041","US","+1 323-257-6422","34.1390839","-118.2003769"
"https://locations.traderjoes.com/ca/el-cerrito/108/","El Cerrito (108)","225 El Cerrito Plaza","CA","94530","US","+1 510-524-7609","37.8988539","-122.2995747"
"https://locations.traderjoes.com/ca/elk-grove/190/","Elk Grove (190)","9670 Bruceville Road","CA","95757","US","+1 916-686-9980","38.4065756","-121.4202938"
"https://locations.traderjoes.com/ca/emeryville/72/","Emeryville (72)","5700 Christie Ave","CA","94608","US","+1 510-658-8091","37.8370280","-122.2942547"
"https://locations.traderjoes.com/ca/encinitas/25/","Encinitas (25)","115 N El Camino Real, Ste A","CA","92024","US","+1 760-634-2114","33.0470769","-117.2557966"
"https://locations.traderjoes.com/ca/encino/56/","Encino (56)","17640 Burbank Blvd","CA","91316","US","+1 818-990-7751","34.1718379","-118.5177851"
"https://locations.traderjoes.com/ca/escondido/105/","Escondido (105)","1885 S Centre City Pkwy","CA","92025","US","+1 760-233-4020","33.1000685","-117.0747179"
"https://locations.traderjoes.com/ca/fair-oaks/71/","Fair Oaks (71)","5309 Sunrise Blvd","CA","95628","US","+1 916-863-1744","38.6620983","-121.2749434"
"https://locations.traderjoes.com/ca/fairfield/101/","Fairfield (101)","1350 Gateway Blvd, Ste A1-A7","CA","94533","US","+1 707-434-0144","38.2641302","-122.0530019"
"https://locations.traderjoes.com/ca/folsom/172/","Folsom (172)","850 East Bidwell","CA","95630","US","+1 916-817-8820","38.6724297","-121.1558851"
"https://locations.traderjoes.com/ca/fremont/77/","Fremont (77)","39324 Argonaut Way","CA","94538","US","+1 510-794-1386","37.5435716","-121.9860846"
"https://locations.traderjoes.com/ca/fresno/8/","Fresno (8)","8478 N. Friant Road","CA","93720","US","+1 559-433-6478","36.8580653","-119.7826005"
"https://locations.traderjoes.com/ca/glendale/53/","Glendale (53)","103 E Glenoaks Blvd","CA","91207","US","+1 818-507-8192","34.1597397","-118.2544940"
"https://locations.traderjoes.com/ca/goleta/110/","Goleta (110)","5767 Calle Real","CA","93117","US","+1 805-692-2234","34.4407421","-119.8250202"
"https://locations.traderjoes.com/ca/granada-hills/44/","Granada Hills (44)","11114 Balboa Blvd","CA","91344","US","+1 818-368-6461","34.2726605","-118.5016373"
"https://locations.traderjoes.com/ca/greenbrae/235/","Larkspur (235)","2052 Redwood Hwy","CA","94904","US","+1 415-945-7955","37.9378410","-122.5149545"
"https://locations.traderjoes.com/ca/hermosa-beach/248/","Hermosa Beach (248)","1100 Pacific Coast Hwy","CA","90254","US","+1 310-318-1767","33.8639002","-118.3919050"
"https://locations.traderjoes.com/ca/huntington-beach/241/","Huntington Beach - Brookhurst (241)","21431 Brookhurst St","CA","92646","US","+1 714-968-4070","33.6517938","-117.9545540"
"https://locations.traderjoes.com/ca/huntington-beach/47/","Huntington Beach (47)","18681 Main St","CA","92648","US","+1 714-848-9640","33.6924689","-117.9925205"
"https://locations.traderjoes.com/ca/huntington-beach/244/","Huntington Harbour (244)","16821 Algonquin St","CA","92649","US","+1 714-846-7307","33.7174919","-118.0501890"
"https://locations.traderjoes.com/ca/irvine/37/","Irvine -  Walnut Village Ctr (37)","14443 Culver Dr","CA","92604","US","+1 949-857-8108","33.7061570","-117.7884259"
"https://locations.traderjoes.com/ca/irvine/111/","Irvine - University Ctr (111)","4225 Campus Dr","CA","92612","US","+1 949-509-6138","33.6503583","-117.8375537"
"https://locations.traderjoes.com/ca/irvine/210/","Irvine - Woodbury Town Center (210)","6222 Irvine Blvd","CA","92620","US","+1 949-551-6402","33.6985059","-117.7433020"
"https://locations.traderjoes.com/ca/la-canada/42/","La Canada (42)","475 Foothill Blvd","CA","91011","US","+1 818-790-6373","34.2000835","-118.1883764"
"https://locations.traderjoes.com/ca/la-habra/5/","La Habra (5)","2101 W. Imperial Hwy, Suite A","CA","90631","US","+1 562-266-1428","33.9188786","-117.9691439"
"https://locations.traderjoes.com/ca/la-jolla/20/","La Jolla (20)","8657 Villa la Jolla Dr","CA","92037","US","+1 858-546-8629","32.8657727","-117.2322186"
"https://locations.traderjoes.com/ca/la-mesa/24/","La Mesa (24)","5495 Grossmont Center Dr","CA","91942","US","+1 619-466-0105","32.7791359","-117.0057306"
"https://locations.traderjoes.com/ca/la-quinta/189/","La Quinta (189)","46400 Washington St","CA","92253","US","+1 760-777-1553","33.7123790","-116.2946380"
"https://locations.traderjoes.com/ca/la-verne/277/","La Verne (277)","2330 Foothill Blvd","CA","91750","US","+1 909-901-4568","34.1118295","-117.7610509"
"https://locations.traderjoes.com/ca/ladera-ranch/257/","Ladera Ranch (257)","27542 Antonio Pkwy","CA","92694","US","+1 949-239-6429","33.5629148","-117.6275246"
"https://locations.traderjoes.com/ca/lafayette/115/","Lafayette (115)","3649 Mt Diablo Blvd","CA","94549","US","+1 925-299-9344","37.8902512","-122.1269225"
"https://locations.traderjoes.com/ca/laguna-hills/39/","Laguna Hills (39)","24231 Avenida De La Carlota, Suite 100","CA","92653","US","+1 949-461-0927","33.6098584","-117.7028880"
"https://locations.traderjoes.com/ca/laguna-niguel/103/","Laguna Niguel - Ocean Ranch (103)","32351 Street of the Golden Lantern","CA","92677","US","+1 949-493-8599","33.4930125","-117.6966048"
"https://locations.traderjoes.com/ca/livermore/208/","Livermore (208)","1122 A East Stanley Blvd","CA","94550","US","+1 925-243-1947","37.6789490","-121.7802392"
"https://locations.traderjoes.com/ca/long-beach/194/","Long Beach - Bellflower Blvd (194)","2222 North Bellflower Blvd","CA","90815","US","+1 562-596-2514","33.7966967","-118.1230626"
"https://locations.traderjoes.com/ca/long-beach/116/","Long Beach - Bixby Knolls (116)","4210 Long Beach Blvd","CA","90807","US","+1 562-422-1020","33.8358267","-118.1885399"
"https://locations.traderjoes.com/ca/long-beach/43/","Long Beach - PCH (43)","6451 E Pacific Coast  Hwy","CA","90803","US","+1 562-596-4388","33.7615527","-118.1143996"
"https://locations.traderjoes.com/ca/los-altos/127/","Los Altos (127)","2310 Homestead Rd","CA","94024","US","+1 408-245-1917","37.3364597","-122.0674365"
"https://locations.traderjoes.com/ca/los-angeles/206/","Hollywood (206)","1600 N Vine St","CA","90028","US","+1 323-856-0689","34.1003585","-118.3254529"
"https://locations.traderjoes.com/ca/los-angeles/240/","Los Angeles - 3rd & Fairfax (240)","175 South Fairfax Ave","CA","90036","US","+1 323-931-4012","34.0719415","-118.3616547"
"https://locations.traderjoes.com/ca/los-angeles/237/","Los Angeles - Burton Way (237)","8500 Burton Way","CA","90048","US","+1 310-248-2984","34.0711651","-118.3770707"
"https://locations.traderjoes.com/ca/los-angeles/31/","Los Angeles (31)","263 S La Brea Ave","CA","90036","US","+1 323-965-1989","34.0691676","-118.3443578"
"https://locations.traderjoes.com/ca/los-angeles/215/","Olympic Blvd (215)","11755 Olympic Blvd","CA","90064","US","+1 310-477-5949","34.0337202","-118.4492798"
"https://locations.traderjoes.com/ca/los-angeles/17/","Silver Lake (17)","2738 Hyperion Ave","CA","90027","US","+1 323-665-6774","34.1072070","-118.2720445"
"https://locations.traderjoes.com/ca/los-angeles/192/","Sunset Blvd (192)","8000 W Sunset Blvd","CA","90046","US","+1 323-822-7663","34.0977188","-118.3650440"
"https://locations.traderjoes.com/ca/los-angeles/250/","USC Village (250)","3131 S Hoover Street, Suite 1920","CA","90089","US","+1 213-749-1497","34.0262707","-118.2845960"
"https://locations.traderjoes.com/ca/los-angeles/119/","West Los Angeles - Sepulveda (119)","3456 S Sepulveda Blvd","CA","90034","US","+1 310-836-2458","34.0201544","-118.4228153"
"https://locations.traderjoes.com/ca/los-angeles/7/","West Los Angeles (7)","10850 National Blvd","CA","90064","US","+1 310-470-1917","34.0301180","-118.4216480"
"https://locations.traderjoes.com/ca/los-angeles/234/","Westwood (234)","1000 Glendon Ave","CA","90024","US","+1 310-824-1495","34.0621165","-118.4439469"
"https://locations.traderjoes.com/ca/los-gatos/181/","Los Gatos (181)","15466 Los Gatos Blvd","CA","95032","US","+1 408-356-2324","37.2445654","-121.9586140"
"https://locations.traderjoes.com/ca/manhattan-beach/106/","Manhattan Beach - Rosecrans Blvd (106)","1800 Rosecrans Blvd","CA","90266","US","+1 310-725-9800","33.9004967","-118.3802049"
"https://locations.traderjoes.com/ca/manhattan-beach/34/","Manhattan Beach Blvd (34)","1821 Manhattan Beach Blvd","CA","90266","US","+1 310-372-1274","33.8875470","-118.3798207"
"https://locations.traderjoes.com/ca/marina/261/","Marina (261)","150 10th St","CA","93933","US","+1 831-281-7247","36.6643241","-121.8097793"
"https://locations.traderjoes.com/ca/marina-del-rey/205/","Marina Del Rey (205)","4675 Admiralty Way","CA","90292","US","+1 310-301-4461","33.9795332","-118.4413064"
"https://locations.traderjoes.com/ca/menlo-park/69/","Menlo Park (69)","720 Menlo Ave","CA","94025","US","+1 650-323-2134","37.4512357","-122.1835596"
"https://locations.traderjoes.com/ca/millbrae/170/","Millbrae (170)","765 Broadway","CA","94030","US","+1 650-259-9142","37.6038042","-122.3959010"
"https://locations.traderjoes.com/ca/milpitas/229/","Milpitas (229)","1306 Great Mall Pkwy","CA","95035","US","+1 408-942-6957","37.4125524","-121.8998299"
"https://locations.traderjoes.com/ca/mission-viejo/126/","Mission Viejo (126)","25410 Marguerite Pkwy","CA","92692","US","+1 949-581-5638","33.5925609","-117.6588870"
"https://locations.traderjoes.com/ca/modesto/9/","Modesto (9)","3250 Dale Road","CA","95356","US","+1 209-491-0445","37.6879386","-121.0494206"
"https://locations.traderjoes.com/ca/monrovia/112/","Monrovia (112)","604 W Huntington Dr","CA","91016","US","+1 626-358-8884","34.1380129","-118.0121045"
"https://locations.traderjoes.com/ca/monterey/204/","Monterey (204)","570 Munras Ave, Ste 20","CA","93940","US","+1 831-372-2010","36.5967322","-121.8944093"
"https://locations.traderjoes.com/ca/montrose/52/","Montrose (52)","2462 Honolulu Ave","CA","91020","US","+1 818-957-3613","34.2069485","-118.2331818"
"https://locations.traderjoes.com/ca/morgan-hill/202/","Morgan Hill (202)","17035 Laurel Rd","CA","95037","US","+1 408-778-6409","37.1311833","-121.6382589"
"https://locations.traderjoes.com/ca/mountain-view/81/","Mountain View (81)","590 Showers Dr","CA","94040","US","+1 650-917-1013","37.4021990","-122.1068663"
"https://locations.traderjoes.com/ca/murrieta/258/","Murrieta (258)","40388 Murrieta Hot Springs Rd","CA","92563","US","+1 951-528-5115","33.5539148","-117.1760019"
"https://locations.traderjoes.com/ca/napa/128/","Napa (128)","3654 Bel Aire Plaza","CA","94558","US","+1 707-256-0806","38.3227883","-122.3059235"
"https://locations.traderjoes.com/ca/newport-beach/125/","Newport Beach (125)","8086 E Pacific Coast Hwy","CA","92657","US","+1 949-494-7404","33.5688054","-117.8307333"
"https://locations.traderjoes.com/ca/north-hollywood/252/","North Hollywood (252)","6130 Laurel Canyon Bl, Suite 100","CA","91606","US","+1 818-762-2963","34.1820159","-118.3956215"
"https://locations.traderjoes.com/ca/northridge/312/","Northridge (312)","9224 Reseda Blvd","CA","91325","US","+1 747-245-4766","34.2378132","-118.5359872"
"https://locations.traderjoes.com/ca/novato/198/","Novato (198)","7514 Redwood Blvd","CA","94945","US","+1 415-898-9359","38.1117887","-122.5679241"
"https://locations.traderjoes.com/ca/oakland/203/","Oakland - Lakeshore (203)","3250 Lakeshore Ave","CA","94610","US","+1 510-238-9076","37.8097924","-122.2442621"
"https://locations.traderjoes.com/ca/oakland/231/","Oakland - Rockridge (231)","5727 College Ave","CA","94618","US","+1 510-923-9428","37.8455422","-122.2526120"
"https://locations.traderjoes.com/ca/oceanside/22/","Oceanside (22)","2570 Vista Way","CA","92054","US","+1 760-433-9994","33.1840258","-117.3318769"
"https://locations.traderjoes.com/ca/orange/46/","Mall of Orange (46)","2114 N Tustin St","CA","92865","US","+1 714-283-5697","33.8233576","-117.8364411"
"https://locations.traderjoes.com/ca/pacific-grove/79/","Pacific Grove (79)","1170 Forest Ave","CA","93950","US","+1 831-656-0180","36.6055342","-121.9219508"
"https://locations.traderjoes.com/ca/palm-desert/3/","Palm Desert (3)","44250 Town Center Way","CA","92260","US","+1 760-340-2291","33.7274145","-116.3961025"
"https://locations.traderjoes.com/ca/palmdale/185/","Palmdale (185)","39507 10th St W","CA","93551","US","+1 661-947-2890","34.6003065","-118.1491400"
"https://locations.traderjoes.com/ca/palo-alto/207/","Palo Alto (207)","855 El Camino Real","CA","94301","US","+1 650-327-7018","37.4384554","-122.1576876"
"https://locations.traderjoes.com/ca/pasadena/171/","Hastings Ranch (171)","467 N Rosemead Blvd","CA","91107","US","+1 626-351-3399","34.1536991","-118.0782849"
"https://locations.traderjoes.com/ca/pasadena/179/","Pasadena - S Lake Ave (179)","345 S Lake Ave","CA","91101","US","+1 626-395-9553","34.1400694","-118.1328965"
"https://locations.traderjoes.com/ca/pasadena/51/","Pasadena (51)","610 S Arroyo Pkwy","CA","91105","US","+1 626-568-9254","34.1351217","-118.1469482"
"https://locations.traderjoes.com/ca/pasadena/32/","Pasadena (East) (32)","3035 E Huntington Dr","CA","91107","US","+1 626-356-2963","34.1040677","-118.1506652"
"https://locations.traderjoes.com/ca/petaluma/107/","Petaluma (107)","169 N McDowell Blvd","CA","94954","US","+1 707-769-2782","38.2487885","-122.6294115"
"https://locations.traderjoes.com/ca/pinole/230/","Pinole (230)","2742 Pinole Valley Rd","CA","94564","US","+1 510-222-3501","37.9952634","-122.2868265"
"https://locations.traderjoes.com/ca/pleasanton/66/","Pleasanton (66)","3903 Santa Rita Road","CA","94588","US","+1 925-468-0763","37.6969236","-121.8770007"
"https://locations.traderjoes.com/ca/poway/265/","Poway (265)","13644 Poway Rd","CA","92064","US","+1 858-294-6131","32.9579675","-117.0349203"
"https://locations.traderjoes.com/ca/rancho-cucamonga/217/","Rancho Cucamonga (217)","6401 Haven Ave","CA","91737","US","+1 909-476-1410","34.1378465","-117.5741225"
"https://locations.traderjoes.com/ca/rancho-palos-verdes/57/","Rancho Palos Verdes - S. Western Ave. (57)","28901 S Western Ave","CA","90275","US","+1 310-832-1241","33.7559816","-118.3114689"
"https://locations.traderjoes.com/ca/rancho-palos-verdes/233/","Rancho Palos Verdes (233)","31176 Hawthorne Blvd","CA","90275","US","+1 310-544-1727","33.7493322","-118.4066849"
"https://locations.traderjoes.com/ca/rancho-santa-margarita/27/","Rancho Santa Margarita (27)","30652 Santa Margarita Pkwy","CA","92688","US","+1 949-888-3640","33.6424559","-117.5954467"
"https://locations.traderjoes.com/ca/redding/219/","Redding (219)","845 Browning St","CA","96003","US","+1 530-223-4875","40.5916967","-122.3571455"
"https://locations.traderjoes.com/ca/redlands/99/","Redlands (99)","552 Orange St","CA","92374","US","+1 909-798-3888","34.0604619","-117.1812162"
"https://locations.traderjoes.com/ca/redondo-bch-/38/","Redondo Beach (38)","1761 S Elena Ave","CA","90277","US","+1 310-316-1745","33.8185754","-118.3860940"
"https://locations.traderjoes.com/ca/riverside/15/","Riverside (15)","6225 Riverside Plaza","CA","92506","US","+1 951-781-2378","33.9539876","-117.3906928"
"https://locations.traderjoes.com/ca/rocklin/228/","Rocklin (228)","5116 Commons Dr., #103","CA","95677","US","+1 916-660-9820","38.8028944","-121.2090600"
"https://locations.traderjoes.com/ca/roseville/266/","Roseville - North (266)","10261 Fairway Dr","CA","95678","US","+1 279-217-4579","38.7835732","-121.2708638"
"https://locations.traderjoes.com/ca/roseville/80/","Roseville (80)","1117 Roseville Square","CA","95678","US","+1 916-784-9084","38.7462846","-121.2749314"
"https://locations.traderjoes.com/ca/s-pasadena/18/","South Pasadena (18)","613 Mission St","CA","91030","US","+1 626-441-6263","34.1152989","-118.1629595"
"https://locations.traderjoes.com/ca/sacramento/175/","Sacramento (175)","5000 Folsom Blvd","CA","95819","US","+1 916-456-1853","38.5604236","-121.4448978"
"https://locations.traderjoes.com/ca/sacramento/70/","Sacramento (70)","2625 Marconi Ave","CA","95821","US","+1 916-481-8797","38.6185413","-121.4001950"
"https://locations.traderjoes.com/ca/san-carlos/174/","San Carlos (174)","1482 El Camino Real","CA","94070","US","+1 650-594-2138","37.4963822","-122.2485587"
"https://locations.traderjoes.com/ca/san-clemente/16/","San Clemente (16)","638 Camino de Los Mares","CA","92673","US","+1 949-240-9996","33.4573061","-117.6492461"
"https://locations.traderjoes.com/ca/san-diego/223/","Del Mar (223 )","13480 Highlands Place","CA","92130","US","+1 858-755-7130","32.9611584","-117.1913706"
"https://locations.traderjoes.com/ca/san-diego/222/","Mission Valley (222)","1072 Camino Del Rio North","CA","92108","US","+1 619-297-0749","32.7661478","-117.1540850"
"https://locations.traderjoes.com/ca/san-diego/23/","San Diego - Carmel Mtn Ranch (23)","11955 Carmel Mountain Rd","CA","92128","US","+1 858-673-0526","32.9820140","-117.0749860"
"https://locations.traderjoes.com/ca/san-diego/26/","San Diego - Hillcrest (26)","1090 University Avenue, Ste G100-107","CA","92103","US","+1 619-296-3122","32.7497600","-117.1539752"
"https://locations.traderjoes.com/ca/san-diego/21/","San Diego - Pacific Beach (21)","1640 Garnet Ave","CA","92109","US","+1 858-581-9101","32.8008673","-117.2406760"
"https://locations.traderjoes.com/ca/san-diego/188/","San Diego - Point Loma (188)","2401 Truxtun Rd","CA","92106","US","+1 619-758-9272","32.7360680","-117.2173712"
"https://locations.traderjoes.com/ca/san-diego/224/","San Diego - SDSU (224)","5140 College Ave, Ste 119","CA","92115","US","+1 619-229-9092","32.7718965","-117.0702836"
"https://locations.traderjoes.com/ca/san-diego/221/","Scripps Ranch (221)","9850 Hibert St","CA","92131","US","+1 858-549-9185","32.9139177","-117.1133224"
"https://locations.traderjoes.com/ca/san-dimas/28/","San Dimas (28)","856 W Arrow Hwy","CA","91773","US","+1 909-305-4757","34.1037780","-117.8212565"
"https://locations.traderjoes.com/ca/san-francisco/78/","San Francisco - 9th St (78)","555 9th St","CA","94103","US","+1 415-863-1292","37.7709988","-122.4077368"
"https://locations.traderjoes.com/ca/san-francisco/200/","San Francisco - Nob Hill (200)","1095 Hyde St","CA","94109","US","+1 415-292-7665","37.7907686","-122.4179305"
"https://locations.traderjoes.com/ca/san-francisco/19/","San Francisco - North Beach (19)","401 Bay St","CA","94133","US","+1 415-351-1013","37.8054807","-122.4137896"
"https://locations.traderjoes.com/ca/san-francisco/225/","San Francisco - Pacific Place (225)","10 4th Street","CA","94103","US","+1 415-536-7801","37.7853980","-122.4056288"
"https://locations.traderjoes.com/ca/san-francisco/236/","San Francisco - Stonestown (236)","265 Winston Dr","CA","94132","US","+1 415-665-1835","37.7265935","-122.4762074"
"https://locations.traderjoes.com/ca/san-francisco/100/","San Francisco (100)","3 Masonic Ave","CA","94118","US","+1 415-346-9964","37.7833983","-122.4478425"
